reg_alpha,reg_lambda,learning_rate,subsample,colsample_bytree,min_split_gain,min_child_weight,$current_duration,$n__fc,$n__tc,$n__me,$n__fc__rw7,$n__tc__rw7,$n__me__rw7,$mean_duration_in__fc__rw7,$mean_duration_in__tc__rw7,$mean_duration_in__me__rw7,$mean_owner_included__fc__rw7,$mean_owner_included__tc__rw7,$mean_owner_included__me__rw7,$mean_n_recipients__fc__rw7,$mean_n_recipients__tc__rw7,$mean_n_recipients__me__rw7,$n__fc__rw30,$n__tc__rw30,$n__me__rw30,$mean_duration_in__fc__rw30,$mean_duration_in__tc__rw30,$mean_duration_in__me__rw30,$mean_owner_included__fc__rw30,$mean_owner_included__tc__rw30,$mean_owner_included__me__rw30,$mean_n_recipients__fc__rw30,$mean_n_recipients__tc__rw30,$mean_n_recipients__me__rw30,$n__fc__rw90,$n__tc__rw90,$n__me__rw90,$mean_duration_in__fc__rw90,$mean_duration_in__tc__rw90,$mean_duration_in__me__rw90,$mean_owner_included__fc__rw90,$mean_owner_included__tc__rw90,$mean_owner_included__me__rw90,$mean_n_recipients__fc__rw90,$mean_n_recipients__tc__rw90,$mean_n_recipients__me__rw90,$n__fc__x,$n__tc__x,$n__me__x,$mean_duration_in__fc__x,$mean_duration_in__tc__x,$mean_duration_in__me__x,$mean_owner_included__fc__x,$mean_owner_included__tc__x,$mean_owner_included__me__x,$mean_n_recipients__fc__x,$mean_n_recipients__tc__x,$mean_n_recipients__me__x,n_estimators,num_leaves,subsample_freq,min_child_samples,metric,trial
1.2285916427548795,0.07218018732952583,0.0004792414358623592,0.6410518152663129,0.7755751758284506,0.30194345748587803,0.3410134276028888,0.6848297385848633,0.48093190148436094,0.3921175181941505,0.3431780161508694,0.7290497073840416,0.4385722446796244,0.05967789660956835,0.3980442553304314,0.7379954057320357,0.18249173045349998,0.17545175614749253,0.5315513738418384,0.5318275870968661,0.6344009585513211,0.8494317940777896,0.7244553248606352,0.6110235106775829,0.7224433825702216,0.3229589138531782,0.3617886556223141,0.22826323087895561,0.29371404638882936,0.6309761238544878,0.09210493994507518,0.43370117267952824,0.4308627633296438,0.4936850976503062,0.425830290295828,0.3122612229724653,0.4263513069628082,0.8933891631171348,0.9441600182038796,0.5018366758843366,0.6239529517921112,0.11561839507929572,0.3172854818203209,0.4148262119536318,0.8663091578833659,0.2504553653965067,0.48303426426270435,0.985559785610705,0.5194851192598093,0.6128945257629677,0.12062866599032374,0.8263408005068332,0.6030601284109274,0.5450680064664649,0.3427638337743084,0.3041207890271841,0.4170222110247016,0.6813007657927966,0.8754568417951749,515,1373,59,1879,0.6798611897496742,0
1.0569809326914992,3.3653273331619538,0.00017765808030254098,0.8109462731546706,0.39493309962949924,0.1440138427993519,0.011535178074509154,0.09571251661238711,0.8853268262751396,0.6272489720512687,0.7234163581899548,0.01612920669501683,0.5944318794450425,0.5567851923942887,0.15895964414472274,0.1530705151247731,0.6955295287709109,0.31876642638187636,0.6919702955318197,0.5543832497177721,0.3889505741231446,0.9251324896139861,0.8416699969127163,0.35739756668317624,0.04359146379904055,0.30476807341109746,0.398185681917981,0.7049588304513622,0.9953584820340174,0.35591486571745956,0.7625478137854338,0.5931769165622212,0.6917017987001771,0.15112745234808023,0.39887629272615654,0.24085589772362448,0.34345601404832493,0.5131281541990022,0.6666245501640716,0.10590848505681383,0.13089495066408074,0.32198060646830806,0.6615643366662437,0.8465062252707221,0.5532573447967134,0.8544524875245048,0.3848378112757611,0.31678789711837974,0.3542646755916785,0.17108182920509907,0.8291126345018904,0.3386708459143266,0.5523700752940731,0.578551468108833,0.5215330593973323,0.002688064574320692,0.98834541928282,0.9053415756616099,0.2076358611963245,299,1068,91,2952,0.6887546811915876,1
0.05924151992920526,0.4932613972136663,0.02635761150191938,0.5154960431622199,0.7848584286756457,0.12113761995615822,0.014579823885969472,0.8658644583032646,0.9835216092035556,0.07936579037801572,0.42834727470094924,0.2045428595464277,0.4506364905187348,0.547763572628854,0.09332671036982076,0.29686077548067946,0.9275842401521475,0.5690037314301953,0.45741199752361195,0.7535259907981146,0.7418621518420373,0.04857903284426879,0.708697395442746,0.8392433478050836,0.16593788420695388,0.7809979379999573,0.2865366167291019,0.3064697533295573,0.665261465349683,0.11139217160771575,0.6648724488032943,0.8878567926762226,0.6963112682354063,0.44032787666540907,0.4382143843772247,0.7650960952393066,0.5656420012258828,0.0849041631918176,0.5826710878614046,0.8148437028934097,0.33706638344761,0.9275765795753895,0.7507170003431679,0.5740638251499645,0.7516439887929184,0.07914896073820521,0.8593890756806114,0.8215041132005579,0.9098716596102089,0.12863119750938,0.08178008709398521,0.13841557278158978,0.3993787101028001,0.4243068610809919,0.5622183787309056,0.12224354963250506,0.20139950138137086,0.8116443482840215,0.4679875740567494,810,22,56,2797,0.6282524812249631,2
0.5578614835517044,0.04152285266200508,0.01423222125962724,0.5031886797591342,0.7347071578075679,0.030230608796702176,0.01952321076996501,0.032197934937924,0.744780655141766,0.4729130022384551,0.12175435547305369,0.542635925788506,0.0667744432250047,0.6533648713530407,0.9960863273678254,0.7693973370739623,0.5737741136588245,0.10263525921079586,0.6998340747729147,0.6611678673279311,0.04909713062277632,0.7922993018445906,0.5187165908905051,0.4258676941999191,0.7881871736014655,0.41156922320883715,0.48102627550515353,0.18162884267382462,0.32131889950642867,0.8455329965625688,0.18690374892671535,0.4172910609033441,0.9890345073952994,0.23659981170551936,0.9168323329388289,0.918397467805633,0.09129634220320182,0.463652724885516,0.5022163353227871,0.31366895005212747,0.047339537237736984,0.24168563724539782,0.09552964155536092,0.23824990571241178,0.8077910862901561,0.8949782878860116,0.0432228920796468,0.301946836262719,0.9805821985942876,0.5395048225537353,0.6263093617098563,0.0055454084069045395,0.48490944344255926,0.9883285346223875,0.3751855274827981,0.09703815863886123,0.4619087615684484,0.9630044659922582,0.34183061356501643,801,1637,21,1336,0.5172421195927284,3
1.4021801846908517,0.17043522419869286,0.0003741285632199684,0.9739954454451347,0.7206002931810347,0.6071672975508006,0.00012328904459633826,0.26690581479113473,0.5020711003267428,0.06744863513005173,0.9930332610947917,0.2364623961980289,0.37429218234544803,0.21401191490834626,0.10544586610545081,0.23247978560423577,0.3006101355032047,0.6344422678994391,0.2812347814529085,0.36227676097657624,0.005942843723529823,0.36571912592736455,0.5338859816982946,0.1620158370505309,0.597433108360375,0.29315246862717936,0.6320504948017279,0.026196605250843774,0.8875934604677749,0.016118630423373914,0.12695803103596137,0.7771624615706022,0.04589523220217062,0.71099869359551,0.9710461405101289,0.8716829331423073,0.7101616513206985,0.9585097430216668,0.42981333788658194,0.8728789143218073,0.3559576679736146,0.9297636529038468,0.1487776562421036,0.9400290149282735,0.8327161972832127,0.8460548381964641,0.12392300992394434,0.596486898341737,0.01639248087593137,0.7211843660506068,0.007737514125903955,0.08482227744523363,0.2254984104500236,0.8751245338732246,0.36357631798761336,0.5399599352125585,0.5681032138189784,0.22546336030595993,0.5721467679844612,665,615,42,1365,0.6491771336584973,4
6.266888742304698,0.5787369916484991,0.06994507091937731,0.6448278030121175,0.600449136679281,0.012437225566711355,0.0053974817828165884,0.9274549985626518,0.19836568902671914,0.05209113438949886,0.40677889347386853,0.372396480594112,0.8571530578712436,0.02661111555995954,0.9201492297590049,0.6809029989949564,0.9042259940642177,0.6075290708206388,0.8119533124361243,0.33554387353928616,0.34956622802755977,0.3898742303282924,0.7547970815727832,0.3692911744286478,0.24221980649226726,0.9376683567905958,0.9080110836630401,0.34879731608699105,0.6346380702580473,0.27384221165307576,0.20611512871356907,0.3363395289967944,0.3270998926155012,0.8822761011966163,0.8223038147237254,0.7096232285590979,0.9593452252588969,0.42254335310805813,0.24503303855567626,0.11739843719148924,0.3010533582011998,0.14526373397045378,0.09218609736837002,0.6029321967069232,0.3641874497564469,0.5645703425961436,0.1913357207205566,0.6769058596527606,0.2155054472756598,0.27802359374403607,0.7417604221448768,0.5597378956447119,0.33483641286701926,0.5429887825451936,0.6939847028582425,0.912132121477629,0.5807132133944539,0.2326863788928809,0.7466976307764965,780,416,83,1400,0.5801730376656467,5
2.1842381400680706,0.05157445649540281,0.000994811527696206,0.9629576954333223,0.726252058519844,0.5432857030460638,0.030169331062472958,0.20430411784843272,0.4706887484465426,0.808963872711785,0.6750351269093718,0.006027885653297926,0.0874077426528228,0.3467947202135594,0.9443655396185902,0.4911904809745835,0.27017626743033374,0.3604237194537099,0.21065262755406322,0.42120005717001263,0.21803543954947457,0.8457525073029277,0.45627059904156286,0.27980201843577024,0.9328916481414816,0.31435135362919675,0.9097146620433381,0.043418090970277046,0.7071150602676761,0.4838890390346263,0.4442210613279802,0.03632334435198159,0.04068319049138114,0.33275361706194095,0.9471195399074332,0.6176599771146911,0.3688748416809269,0.6119770390549055,0.2061315362852275,0.1650664428280374,0.3618172655313584,0.8633533515404317,0.5094017273502238,0.29690151605685555,0.9502516250691507,0.8159660896670599,0.3229739428024262,0.9720982452279924,0.9873510978303908,0.40866013374577803,0.6559231028884748,0.40565319845122805,0.2573481057405711,0.08265267599986825,0.26361034611783196,0.27147985350974524,0.3986390796831395,0.18488603102530865,0.9538184033144764,111,1283,45,1276,0.6748768688880094,6
0.13060967499541545,4.0266523043168405,0.0006941142204073383,0.21646092591489863,0.9344776127672854,0.6064913915257877,0.0009940697528250367,0.5234875483250184,0.10908819726431707,0.09342706876107576,0.8374661084337091,0.410265717569233,0.6617165402023071,0.9432005584771528,0.24513059156146222,0.013159831290861401,0.02414840578377242,0.7093856924031721,0.9245518847934782,0.467330273012871,0.3751091480975187,0.5428604246774043,0.8589168375814408,0.6521538737929415,0.23297989668210628,0.7745802045205736,0.13461349733647,0.16555997072871287,0.6126822828089896,0.23878340614263116,0.7047785475555306,0.34951852739195666,0.27742396000738534,0.9989184059727976,0.04061612455845953,0.6458225216831122,0.03869958501224435,0.7602102579190041,0.23008995749829086,0.08983186707236401,0.6484497119090478,0.7326012172929284,0.6780953149188439,0.05190094713420723,0.29430694555415615,0.45108834621987504,0.2871032897254965,0.8105134562703709,0.13111510515269686,0.6121793616905918,0.9882149436274535,0.9025565385988689,0.2221570624850986,8.188761366767494e-05,0.9805973420619889,0.8827129846973776,0.9194724663276126,0.41550355083763335,0.744615462156731,220,807,86,391,0.6723111823420094,7
4.803923729527685,0.30869096408713464,0.0018979596101726176,0.4445171104744947,0.933479028218221,0.3671601879252894,0.07873198722683909,0.8576517872810324,0.9223823545915368,0.3033807340330762,0.33981085404434463,0.5950738763476149,0.44132413545947113,0.932842532619742,0.3975640516334864,0.4777780483752103,0.617186088553268,0.40473948597374754,0.9924784359251065,0.0988512845589864,0.22060331780720233,0.3226551311236502,0.14772284363962018,0.2842192345315554,0.7792452928594803,0.5228920008852178,0.03395363612822,0.9826225851871888,0.6160064775666468,0.058939478603020956,0.6611687717969805,0.3783693706952339,0.13567329712507226,0.5636645928991928,0.7270799505033303,0.6711266044701217,0.2475131535003564,0.5248662214529077,0.5376634440708693,0.7168033641320368,0.359867348941067,0.7977325951909392,0.6279218488956,0.03833160701853866,0.5464790216690849,0.8619120954317699,0.5675741625552813,0.17582826545569508,0.510376370347584,0.7569458365293011,0.11010519644540051,0.8170990787402382,0.16748164116306108,0.5340764922160645,0.3857434824367175,0.24862376751135573,0.6474325130087323,0.03739210877243937,0.7600458067436451,532,1794,53,114,0.5768550187132644,8
0.026965154107233404,2.4367656609032258,0.002991769611481353,0.5535034171726869,0.4547478251019948,0.20633894680432,0.3014258139956034,0.4329693307834276,0.8840030326750169,0.6481631232057743,0.8584276462736599,0.8524495447739876,0.9563120277897015,0.697942236203094,0.8053969353943662,0.7331278954025815,0.6052268359457805,0.7173541338917317,0.7157504114248329,0.04090779303629766,0.5161108355315025,0.7926513607264746,0.242962186510004,0.46514798647401345,0.43498571096039507,0.40278716928424396,0.12183952776741147,0.5257115412701479,0.4462483652703315,0.6633927572776407,0.5494130587824516,0.027542929652153214,0.031917987605751375,0.7013598010182327,0.707581118559356,0.9599391337244668,0.8767046815038113,0.4680596673872559,0.6259065116851689,0.45718172769626597,0.22294623666775293,0.37667699725634274,0.10388423246466616,0.6665271189949925,0.19203014371396754,0.4754677874911163,0.9674366030213775,0.03166893064808729,0.15172995005621215,0.29857918437171804,0.9418069644162544,0.9088417961283306,0.16200084081196064,0.9811177732774778,0.7507475251294209,0.5399770829325977,0.931702882961486,0.880607142176593,0.3913164925172572,660,1328,33,546,0.573398064995558,9
